"Corfu","
							3.6. - 10.6.
							(8 dní)
						","21090","Polopenze","Datour","","","12190"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","21090","All Inclusive","Electra Tours","","","14590"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","21090","All Inclusive","AGL travel (Agrolex)","","","18621"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","21653","All Inclusive","Neckermann CZ","","","16021"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","21653","All Inclusive","Kartago Tours SK","","","17394"
"Corfu","
							8.6. - 19.6.
							(12 dní)
						","21653","All Inclusive","Kartago Tours SK","","","21300"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","27669","All Inclusive","Exim Tours","","","22090"
"Corfu","
							3.6. - 17.6.
							(15 dní)
						","27669","All Inclusive","Exim Tours","","","36690"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","27669","All Inclusive","Exim Tours","","","22090"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","46475","All Inclusive","Blue Style","","","13890"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","46475","All Inclusive","Blue Style","","","20890"
"Corfu","
							2.6. - 16.6.
							(15 dní)
						","46475","All Inclusive","Blue Style","","","23990"
"Corfu","
							20.5. - 27.5.
							(8 dní)
						","29107","All Inclusive","Eti Slovensko SK","","","16242"
"Corfu","
							20.5. - 30.5.
							(11 dní)
						","29107","All Inclusive","Eti Slovensko SK","","","19839"
"Corfu","
							20.5. - 3.6.
							(15 dní)
						","29107","All Inclusive","Eti Slovensko SK","","","24279"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","9060","Snídaně","Electra Tours","","","12650"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","9060","Polopenze","Electra Tours","","","14150"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","9060","Snídaně","Electra Tours","","","12550"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","86591","All Inclusive","Čedok","","","15291"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","86591","All Inclusive","Čedok","","","25653"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","86591","All Inclusive","Electra Tours","","","16450"
"Corfu","
							20.5. - 27.5.
							(8 dní)
						","8119","All Inclusive","Eti Slovensko SK","","","19193"
"Corfu","
							20.5. - 27.5.
							(8 dní)
						","8119","Polopenze","Eti Slovensko SK","","","15568"
"Corfu","
							20.5. - 30.5.
							(11 dní)
						","8119","Polopenze","Eti Slovensko SK","","","19446"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","8555","All Inclusive","Pantour","","","15990"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","8555","Polopenze","Electra Tours","","","16250"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","8555","Polopenze","Inex","","","21979"
"Corfu","
							23.5. - 30.5.
							(8 dní)
						","8381","All Inclusive","Eti Slovensko SK","","","16860"
"Corfu","
							23.5. - 30.5.
							(8 dní)
						","8381","Polopenze","Eti Slovensko SK","","","14697"
"Corfu","
							23.5. - 3.6.
							(12 dní)
						","8381","Polopenze","Eti Slovensko SK","","","17704"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","69898","Polopenze","AGL travel (Agrolex)","","","13392"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","69898","Polopenze","Travel 2002","","","14749"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","69898","Polopenze","Travel 2002","","","17569"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","34393","All Inclusive","Čedok","","","16392"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","34393","All Inclusive","Čedok","","","22817"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","34393","All Inclusive","Electra Tours","","","18690"
"Corfu","
							12.5. - 19.5.
							(8 dní)
						","83166","All Inclusive","Solartour SK","","","19305"
"Corfu","
							12.5. - 26.5.
							(15 dní)
						","83166","All Inclusive","Solartour SK","","","35604"
"Corfu","
							19.5. - 26.5.
							(8 dní)
						","83166","All Inclusive","Solartour SK","","","20036"
"Corfu","
							6.7. - 17.7.
							(12 dní)
						","70436","All Inclusive","Firo-tour SK","","","37163"
"Corfu","
							13.7. - 20.7.
							(8 dní)
						","70436","All Inclusive","Electra Tours","","","32750"
"Corfu","
							13.7. - 20.7.
							(8 dní)
						","70436","Polopenze","Electra Tours","","","29390"
"Corfu","
							28.5. - 4.6.
							(8 dní)
						","66071","Polopenze","Viamare","","","16371"
"Corfu","
							28.5. - 7.6.
							(11 dní)
						","66071","Polopenze","Datour","","","12990"
"Corfu","
							28.5. - 10.6.
							(14 dní)
						","66071","Polopenze","Datour","","","14490"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","8954","Polopenze","Pantour","","","13490"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","8954","Snídaně","Pantour","","","11090"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","8954","Snídaně","Neckermann CZ","","","12655"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","8240","All Inclusive","Electra Tours","","","9990"
"Corfu","
							8.6. - 19.6.
							(12 dní)
						","8240","All Inclusive","Firo Tour","","","18032"
"Corfu","
							10.6. - 17.6.
							(8 dní)
						","8240","All Inclusive","Electra Tours","","","10990"
"Corfu","
							23.5. - 30.5.
							(8 dní)
						","8082","Polopenze","Eti Slovensko SK","","","16411"
"Corfu","
							23.5. - 3.6.
							(12 dní)
						","8082","Polopenze","Eti Slovensko SK","","","21610"
"Corfu","
							23.5. - 6.6.
							(15 dní)
						","8082","Polopenze","Eti Slovensko SK","","","25768"
"Corfu","
							28.5. - 4.6.
							(8 dní)
						","72202","All Inclusive","Alexandria","","","15121"
"Corfu","
							4.6. - 11.6.
							(8 dní)
						","72202","All Inclusive","Alexandria","","","15566"
"Corfu","
							4.6. - 18.6.
							(15 dní)
						","72202","All Inclusive","Alexandria","","","24466"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","31412","All Inclusive","Ancora","","","15429"
"Corfu","
							12.6. - 19.6.
							(8 dní)
						","31412","All Inclusive","TIP travel","","","17246"
"Corfu","
							15.6. - 22.6.
							(8 dní)
						","31412","All Inclusive","Ancora","","","15801"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","8657","All Inclusive","Čedok","","","16821"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","8657","All Inclusive","Čedok","","","22959"
"Corfu","
							6.6. - 13.6.
							(8 dní)
						","8657","All Inclusive","Čedok","","","16821"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","83165","All Inclusive","VTT","","","18700"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","83165","Polopenze","Fischer 1 - cestovní kancelář","","","13580"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","83165","All Inclusive","Fischer 1 - cestovní kancelář","","","16370"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","34867","Polopenze","Travel 2002","","","12587"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","34867","Snídaně","Travel 2002","","","10801"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","34867","Snídaně","Travel 2002","","","12117"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","24553","All Inclusive","Čedok","","","12792"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","24553","All Inclusive","Blue Style","","","22190"
"Corfu","
							2.6. - 16.6.
							(15 dní)
						","24553","All Inclusive","Blue Style","","","25890"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","34392","Polopenze","Fischer 1 - cestovní kancelář","","","12600"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","34392","Plná penze","Fischer 1 - cestovní kancelář","","","15100"
"Corfu","
							5.6. - 19.6.
							(15 dní)
						","34392","Plná penze","Fischer 1 - cestovní kancelář","","","26880"
"Corfu","
							23.5. - 30.5.
							(8 dní)
						","8716","All Inclusive","Eti Slovensko SK","","","16860"
"Corfu","
							23.5. - 30.5.
							(8 dní)
						","8716","Polopenze","Eti Slovensko SK","","","14697"
"Corfu","
							23.5. - 3.6.
							(12 dní)
						","8716","Polopenze","Eti Slovensko SK","","","17704"
"Corfu","
							12.6. - 22.6.
							(11 dní)
						","76853","Bez stravy","KM Travel (Tvarbet Moravia)","","","11061"
"Corfu","
							22.6. - 3.7.
							(12 dní)
						","76853","Bez stravy","KM Travel (Tvarbet Moravia)","","","12681"
"Corfu","
							3.7. - 13.7.
							(11 dní)
						","76853","Bez stravy","KM Travel (Tvarbet Moravia)","","","12861"
"Corfu","
							24.7. - 31.7.
							(8 dní)
						","8565","All Inclusive","Exim Tours","","","30058"
"Corfu","
							24.7. - 1.8.
							(9 dní)
						","8565","All Inclusive","Exim Tours","","","30058"
"Corfu","
							24.7. - 3.8.
							(11 dní)
						","8565","All Inclusive","Exim Tours","","","39470"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","9530","Polopenze","Čedok","","","14687"
"Corfu","
							4.7. - 11.7.
							(8 dní)
						","9530","Polopenze","Čedok","","","18207"
"Corfu","
							7.7. - 14.7.
							(8 dní)
						","9530","Polopenze","Čedok","","","17767"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","95826","Bez stravy","Melissa Travel","","","10190"
"Corfu","
							14.6. - 24.6.
							(11 dní)
						","95826","Bez stravy","Melissa Travel","","","10950"
"Corfu","
							24.6. - 5.7.
							(12 dní)
						","95826","Bez stravy","Melissa Travel","","","11350"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","24208","Bez stravy","Travel 2002","","","10801"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","24208","Bez stravy","Travel 2002","","","11835"
"Corfu","
							10.7. - 17.7.
							(8 dní)
						","24208","Bez stravy","Travel 2002","","","11271"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","111692","All Inclusive","Exim Tours","","","14090"
"Corfu","
							3.6. - 17.6.
							(15 dní)
						","111692","All Inclusive","Exim Tours","","","22890"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","111692","All Inclusive","Exim Tours","","","14790"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","63722","All Inclusive","Teplická rekrea","","","16191"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","63722","Polopenze","Teplická rekrea","","","12951"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","63722","All Inclusive","Fischer 3 - spec.produkt","","","14390"
"Corfu","
							14.8. - 21.8.
							(8 dní)
						","24204","Polopenze","Travel 2002","","","16911"
"Corfu","
							17.8. - 28.8.
							(12 dní)
						","24204","Polopenze","Travel 2002","","","22457"
"Corfu","
							21.8. - 28.8.
							(8 dní)
						","24204","Polopenze","Travel 2002","","","16911"
"Corfu","
							28.5. - 4.6.
							(8 dní)
						","35784","Polopenze","Alexandria","","","15121"
"Corfu","
							4.6. - 11.6.
							(8 dní)
						","35784","Polopenze","Alexandria","","","16011"
"Corfu","
							4.6. - 18.6.
							(15 dní)
						","35784","Polopenze","Alexandria","","","20906"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","100174","Bez stravy","Travel 2002","","","11177"
"Corfu","
							15.6. - 26.6.
							(12 dní)
						","100174","Bez stravy","Travel 2002","","","12117"
"Corfu","
							26.6. - 6.7.
							(11 dní)
						","100174","Bez stravy","Travel 2002","","","12399"
"Corfu","
							18.9. - 28.9.
							(11 dní)
						","9276","Bez stravy","Travel 2002","","","11271"
"Corfu","
							28.5. - 7.6.
							(11 dní)
						","21938","Bez stravy","Datour","","","9990"
"Corfu","
							28.5. - 10.6.
							(14 dní)
						","21938","Bez stravy","Datour","","","10890"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","21938","Bez stravy","AGL travel (Agrolex)","","","10250"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","111685","All Inclusive","Exim Tours","","","13990"
"Corfu","
							3.6. - 17.6.
							(15 dní)
						","111685","All Inclusive","Exim Tours","","","22390"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","111685","All Inclusive","Exim Tours","","","14490"
"Corfu","
							20.5. - 27.5.
							(8 dní)
						","107572","All Inclusive","Eti Slovensko SK","","","26049"
"Corfu","
							20.5. - 30.5.
							(11 dní)
						","107572","All Inclusive","Eti Slovensko SK","","","32653"
"Corfu","
							20.5. - 3.6.
							(15 dní)
						","107572","All Inclusive","Eti Slovensko SK","","","41140"
"Corfu","
							12.5. - 19.5.
							(8 dní)
						","88557","All Inclusive","Solartour SK","","","14388"
"Corfu","
							12.5. - 26.5.
							(15 dní)
						","88557","All Inclusive","Solartour SK","","","26640"
"Corfu","
							19.5. - 26.5.
							(8 dní)
						","88557","All Inclusive","Solartour SK","","","14922"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","24203","Bez stravy","Travel 2002","","","11647"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","24203","Bez stravy","Travel 2002","","","11835"
"Corfu","
							12.6. - 19.6.
							(8 dní)
						","24203","Bez stravy","Travel 2002","","","11647"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","7639","All Inclusive","Pantour","","","14790"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","7639","Polopenze","Pantour","","","11690"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","7639","Polopenze","Fischer 1 - cestovní kancelář","","","11560"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","102632","All Inclusive","Electra Tours","","","16690"
"Corfu","
							3.6. - 17.6.
							(15 dní)
						","102632","All Inclusive","Exim Tours","","","27090"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","102632","All Inclusive","Electra Tours","","","16050"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","7863","Polopenze","Neckermann CZ","","","18920"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","7863","All Inclusive","Neckermann CZ","","","22329"
"Corfu","
							8.6. - 19.6.
							(12 dní)
						","7863","Polopenze","Neckermann CZ","","","25043"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","76851","Bez stravy","Travel 2002","","","10801"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","76851","Bez stravy","Travel 2002","","","11835"
"Corfu","
							12.6. - 19.6.
							(8 dní)
						","76851","Bez stravy","Travel 2002","","","10989"
"Corfu","
							19.6. - 26.6.
							(8 dní)
						","7597","Polopenze","Marco Travel SK","","","30770"
"Corfu","
							19.6. - 29.6.
							(11 dní)
						","7597","Polopenze","Marco Travel SK","","","39229"
"Corfu","
							26.6. - 3.7.
							(8 dní)
						","7597","Polopenze","Marco Travel SK","","","30770"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","8214","All Inclusive","Blue Style","","","15590"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","8214","Polopenze","Blue Style","","","12690"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","8214","Polopenze","Blue Style","","","18390"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","103682","Bez stravy","Travel 2002","","","10989"
"Corfu","
							27.7. - 7.8.
							(12 dní)
						","103682","Bez stravy","Travel 2002","","","12587"
"Corfu","
							7.9. - 18.9.
							(12 dní)
						","103682","Bez stravy","Travel 2002","","","11647"
"Corfu","
							14.6. - 21.6.
							(8 dní)
						","27670","Snídaně","Pantour","","","17790"
"Corfu","
							14.6. - 21.6.
							(8 dní)
						","27670","Polopenze","Pantour","","","19190"
"Corfu","
							15.6. - 22.6.
							(8 dní)
						","27670","Snídaně","Pantour","","","17590"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","8561","All Inclusive","Fischer 1 - cestovní kancelář","","","21410"
"Corfu","
							5.6. - 19.6.
							(15 dní)
						","8561","All Inclusive","Fischer 1 - cestovní kancelář","","","35340"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","8561","All Inclusive","Fischer 1 - cestovní kancelář","","","21410"
"Corfu","
							8.6. - 19.6.
							(12 dní)
						","9251","Bez stravy","MTM tour","","","10547"
"Corfu","
							12.6. - 19.6.
							(8 dní)
						","9251","Bez stravy","MTM tour","","","10001"
"Corfu","
							19.6. - 29.6.
							(11 dní)
						","9251","Bez stravy","MTM tour","","","10911"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","7643","All Inclusive","KM Travel (Tvarbet Moravia)","","","12312"
"Corfu","
							15.6. - 22.6.
							(8 dní)
						","7643","All Inclusive","KM Travel (Tvarbet Moravia)","","","12774"
"Corfu","
							22.6. - 29.6.
							(8 dní)
						","7643","All Inclusive","KM Travel (Tvarbet Moravia)","","","13467"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","72678","All Inclusive","Čedok","","","13027"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","72678","All Inclusive","Čedok","","","19347"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","72678","All Inclusive","Inex","","","19679"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","23138","Polopenze","Firo-tour SK","","","12884"
"Corfu","
							8.6. - 19.6.
							(12 dní)
						","23138","Polopenze","Firo Tour","","","14932"
"Corfu","
							12.6. - 22.6.
							(11 dní)
						","23138","Polopenze","Firo-tour SK","","","15716"
"Corfu","
							5.5. - 12.5.
							(8 dní)
						","70941","All Inclusive","Solartour SK","","","29253"
"Corfu","
							5.5. - 12.5.
							(8 dní)
						","70941","Polopenze","Solartour SK","","","19614"
"Corfu","
							5.5. - 12.5.
							(8 dní)
						","70941","Plná penze","Solartour SK","","","24223"
"Corfu","
							7.6. - 14.6.
							(8 dní)
						","25909","Polopenze","Inex","","","15447"
"Corfu","
							7.6. - 21.6.
							(15 dní)
						","25909","Polopenze","Inex","","","22071"
"Corfu","
							10.6. - 24.6.
							(15 dní)
						","25909","Polopenze","Inex","","","22531"
"Corfu","
							2.6. - 9.6.
							(8 dní)
						","52587","Bez stravy","Blue Style","","","10990"
"Corfu","
							2.6. - 13.6.
							(12 dní)
						","52587","Bez stravy","Blue Style","","","12490"
"Corfu","
							2.6. - 16.6.
							(15 dní)
						","52587","Bez stravy","Blue Style","","","13590"
"Corfu","
							12.6. - 19.6.
							(8 dní)
						","31409","All Inclusive","Koala Tours SK","","","16641"
"Corfu","
							15.6. - 26.6.
							(12 dní)
						","31409","All Inclusive","TIP travel","","","21241"
"Corfu","
							19.6. - 26.6.
							(8 dní)
						","31409","All Inclusive","TIP travel","","","17841"
"Corfu","
							8.6. - 19.6.
							(12 dní)
						","38293","Bez stravy","MTM tour","","","11457"
"Corfu","
							12.6. - 19.6.
							(8 dní)
						","38293","Bez stravy","MTM tour","","","10547"
"Corfu","
							19.6. - 29.6.
							(11 dní)
						","38293","Bez stravy","MTM tour","","","12367"
"Corfu","
							20.5. - 27.5.
							(8 dní)
						","90251","Polopenze","Eti Slovensko SK","","","13882"
"Corfu","
							20.5. - 30.5.
							(11 dní)
						","90251","Polopenze","Eti Slovensko SK","","","15989"
"Corfu","
							20.5. - 3.6.
							(15 dní)
						","90251","Polopenze","Eti Slovensko SK","","","18462"
"Corfu","
							1.6. - 8.6.
							(8 dní)
						","107670","Polopenze","Snail Travel Int.","","","21335"
"Corfu","
							1.6. - 10.6.
							(10 dní)
						","107670","Polopenze","Snail Travel Int.","","","24831"
"Corfu","
							1.6. - 11.6.
							(11 dní)
						","107670","Polopenze","Snail Travel Int.","","","26487"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","90297","Bez stravy","Travel 2002","","","9955"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","90297","Polopenze","Travel 2002","","","12587"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","90297","Bez stravy","Travel 2002","","","10895"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","99082","Bez stravy","Inex","","","10663"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","99082","Bez stravy","Inex","","","12503"
"Corfu","
							3.6. - 17.6.
							(15 dní)
						","99082","Bez stravy","Inex","","","13975"
"Corfu","
							7.6. - 14.6.
							(8 dní)
						","9449","Bez stravy","Datour","","","8990"
"Corfu","
							14.6. - 21.6.
							(8 dní)
						","9449","Bez stravy","Datour","","","8990"
"Corfu","
							21.6. - 28.6.
							(8 dní)
						","9449","Bez stravy","Datour","","","9190"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","8622","Snídaně","Travel 2002","","","10895"
"Corfu","
							5.6. - 15.6.
							(11 dní)
						","8622","Snídaně","Travel 2002","","","12211"
"Corfu","
							12.6. - 19.6.
							(8 dní)
						","8622","Snídaně","Travel 2002","","","10895"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","94774","Snídaně","Electra Tours","","","12750"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","94774","All Inclusive","Electra Tours","","","14790"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","94774","Polopenze","Electra Tours","","","13550"
"Corfu","
							20.5. - 27.5.
							(8 dní)
						","8926","Snídaně","Eti Slovensko SK","","","11578"
"Corfu","
							20.5. - 30.5.
							(11 dní)
						","8926","Snídaně","Eti Slovensko SK","","","12730"
"Corfu","
							20.5. - 3.6.
							(15 dní)
						","8926","Snídaně","Eti Slovensko SK","","","13938"
"Corfu","
							19.5. - 26.5.
							(8 dní)
						","89221","Polopenze","Solartour SK","","","22115"
"Corfu","
							19.5. - 26.5.
							(8 dní)
						","89221","Snídaně","Solartour SK","","","17647"
"Corfu","
							19.5. - 26.5.
							(8 dní)
						","89221","Plná penze","Solartour SK","","","25178"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","108460","Snídaně","Pantour","","","9090"
"Corfu","
							7.6. - 14.6.
							(8 dní)
						","108460","Snídaně","Pantour","","","9190"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","108460","Snídaně","Pantour","","","8990"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","74590","Bez stravy","Inex","","","11583"
"Corfu","
							3.6. - 14.6.
							(12 dní)
						","74590","Bez stravy","Inex","","","13331"
"Corfu","
							10.6. - 21.6.
							(12 dní)
						","74590","Bez stravy","Inex","","","14435"
"Corfu","
							28.5. - 4.6.
							(8 dní)
						","101083","Bez stravy","Viamare","","","10701"
"Corfu","
							28.5. - 11.6.
							(15 dní)
						","101083","Bez stravy","Viamare","","","12951"
"Corfu","
							4.6. - 11.6.
							(8 dní)
						","101083","Bez stravy","Viamare","","","10679"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","31567","Polopenze","Exim Tours","","","12090"
"Corfu","
							3.6. - 17.6.
							(15 dní)
						","31567","Polopenze","Exim Tours","","","16990"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","31567","Polopenze","Exim Tours","","","12190"
"Corfu","
							3.6. - 10.6.
							(8 dní)
						","91704","All Inclusive","Pantour","","","12290"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","91704","All Inclusive","Neckermann CZ","","","14143"
"Corfu","
							7.6. - 14.6.
							(8 dní)
						","91704","All Inclusive","Pantour","","","12790"
"Corfu","
							8.6. - 15.6.
							(8 dní)
						","111399","All Inclusive","Firo-tour SK","","","15716"
"Corfu","
							8.6. - 19.6.
							(12 dní)
						","111399","All Inclusive","Firo Tour","","","19672"
"Corfu","
							12.6. - 22.6.
							(11 dní)
						","111399","All Inclusive","Firo-tour SK","","","23000"
"Corfu","
							5.6. - 12.6.
							(8 dní)
						","108923","All Inclusive","Neckermann CZ","","","12975"
"Corfu","
							15.6. - 22.6.
							(8 dní)
						","108923","All Inclusive","Neckermann CZ","","","14639"
"Corfu","
							15.6. - 26.6.
							(12 dní)
						","108923","All Inclusive","Neckermann CZ","","","18131"
